variation,expiration,underlying,bid.put,ask.put,mid.put,bid.call,ask.call,mid.call,strangle_unity_mult,strangle_prem_sold,put_unity_mult,put_prem_sold,call_unity_mult,call_prem_sold
0.1,2017-01-20,SMH,0.25,0.35,0.3,0.1,0.2,0.15000000000000002,2.2222222222222223,0.7777777777777777,3.3333333333333335,0.8333333333333334,3.3333333333333335,0.6666666666666666
0.1,2017-01-20,SPY,0.53,0.54,0.535,0.25,0.27,0.26,1.2578616352201257,0.9811320754716981,1.8691588785046729,0.9906542056074766,1.8691588785046729,0.9615384615384615
0.1,2017-01-20,SSO,0.51,0.8,0.655,0.04,0.45,0.245,1.1111111111111112,0.6111111111111112,1.5267175572519083,0.7786259541984732,1.5267175572519083,0.163265306122449
0.1,2017-01-20,TBT,0.08,0.15,0.11499999999999999,0.11,0.21,0.16,3.6363636363636362,0.6909090909090908,8.695652173913045,0.6956521739130436,8.695652173913045,0.6875
0.1,2017-01-20,TLT,0.2,0.24,0.22,0.24,0.27,0.255,2.1052631578947367,0.9263157894736842,4.545454545454546,0.9090909090909092,4.545454545454546,0.9411764705882353
0.1,2017-01-20,TZA,0.04,0.19,0.115,0.15,0.25,0.2,3.1746031746031744,0.6031746031746031,8.695652173913043,0.34782608695652173,8.695652173913043,0.7499999999999999
0.1,2017-01-20,USO,0.03,0.06,0.045,0.02,0.05,0.035,12.5,0.625,22.22222222222222,0.6666666666666666,22.22222222222222,0.5714285714285714
0.1,2017-01-20,VNQ,0.2,0.35,0.275,0.05,0.3,0.175,2.2222222222222223,0.5555555555555556,3.6363636363636362,0.7272727272727273,3.6363636363636362,0.28571428571428575
0.1,2017-01-20,VWO,0.05,0.25,0.15,0.05,0.2,0.125,3.6363636363636362,0.36363636363636365,6.666666666666667,0.33333333333333337,6.666666666666667,0.4
0.1,2017-01-20,XBI,0.33,0.38,0.355,0.25,0.29,0.27,1.6,0.9280000000000002,2.8169014084507045,0.9295774647887325,2.8169014084507045,0.9259259259259258
0.1,2017-01-20,XHB,0.1,0.12,0.11,0.08,0.13,0.10500000000000001,4.651162790697674,0.8372093023255812,9.090909090909092,0.9090909090909092,9.090909090909092,0.7619047619047619
0.1,2017-01-20,XLB,0.14,0.2,0.17,0.08,0.13,0.10500000000000001,3.6363636363636362,0.8,5.88235294117647,0.823529411764706,5.88235294117647,0.7619047619047619
0.1,2017-01-20,XLE,0.2,0.23,0.21500000000000002,0.12,0.15,0.135,2.8571428571428568,0.9142857142857143,4.651162790697674,0.9302325581395349,4.651162790697674,0.8888888888888888
0.1,2017-01-20,XLF,0.05,0.07,0.060000000000000005,0.07,0.08,0.07500000000000001,7.4074074074074066,0.888888888888889,16.666666666666664,0.8333333333333333,16.666666666666664,0.9333333333333332
0.1,2017-01-20,XLI,0.13,0.16,0.14500000000000002,0.07,0.11,0.09,4.25531914893617,0.851063829787234,6.896551724137931,0.8965517241379309,6.896551724137931,0.7777777777777779
0.1,2017-01-20,XLK,0.09,0.11,0.1,0.05,0.07,0.060000000000000005,6.25,0.8750000000000001,10,0.8999999999999999,10,0.8333333333333333
0.1,2017-01-20,XLP,0.08,0.12,0.1,0.07,0.1,0.085,5.405405405405405,0.810810810810811,10,0.7999999999999999,10,0.823529411764706
0.1,2017-01-20,XLU,0.15,0.2,0.175,0.07,0.09,0.08,3.9215686274509802,0.8627450980392157,5.714285714285714,0.8571428571428572,5.714285714285714,0.8750000000000001
0.1,2017-01-20,XLV,0.16,0.2,0.18,0.12,0.16,0.14,3.125,0.8750000000000001,5.555555555555555,0.888888888888889,5.555555555555555,0.857142857142857
0.1,2017-01-20,XLY,0.17,0.21,0.19,0.09,0.13,0.11,3.3333333333333335,0.8666666666666667,5.2631578947368425,0.8947368421052632,5.2631578947368425,0.8181818181818181
0.1,2017-01-20,XME,0.15,0.19,0.16999999999999998,0.12,0.15,0.135,3.278688524590164,0.8852459016393444,5.882352941176471,0.8823529411764707,5.882352941176471,0.8888888888888888
0.1,2017-01-20,XOP,0.2,0.22,0.21000000000000002,0.16,0.18,0.16999999999999998,2.6315789473684212,0.9473684210526315,4.761904761904762,0.9523809523809523,4.761904761904762,0.9411764705882354
0.1,2017-01-20,XRT,0.15,0.17,0.16,0.11,0.13,0.12,3.571428571428571,0.9285714285714285,6.25,0.9375,6.25,0.9166666666666667
0.1,2017-02-17,DIA,0.4,0.43,0.41500000000000004,0.22,0.26,0.24,1.5267175572519083,0.9465648854961831,2.4096385542168672,0.963855421686747,2.4096385542168672,0.9166666666666667
0.1,2017-02-17,DUST,0.45,0.85,0.65,2.4,3.2,2.8,0.2898550724637681,0.8260869565217392,1.5384615384615383,0.6923076923076923,1.5384615384615383,0.8571428571428572
0.1,2017-02-17,DXJ,0.1,0.21,0.155,0.08,0.17,0.125,3.571428571428571,0.6428571428571428,6.451612903225807,0.6451612903225807,6.451612903225807,0.64
0.1,2017-02-17,EEM,0.1,0.11,0.10500000000000001,0.03,0.06,0.045,6.666666666666666,0.8666666666666666,9.523809523809524,0.9523809523809523,9.523809523809524,0.6666666666666666
0.1,2017-02-17,EFA,0.1,0.14,0.12000000000000001,0.05,0.08,0.065,5.405405405405405,0.810810810810811,8.333333333333332,0.8333333333333333,8.333333333333332,0.7692307692307693
0.1,2017-02-17,ERX,0.15,0.45,0.3,0.15,0.4,0.275,1.7391304347826089,0.5217391304347826,3.3333333333333335,0.5,3.3333333333333335,0.5454545454545454
0.1,2017-02-17,EWJ,0.1,0.18,0.14,0.02,0.09,0.055,5.128205128205128,0.6153846153846154,7.142857142857142,0.7142857142857143,7.142857142857142,0.36363636363636365
0.1,2017-02-17,EWW,0.18,0.2,0.19,0.12,0.14,0.13,3.125,0.9375,5.2631578947368425,0.9473684210526315,5.2631578947368425,0.923076923076923
0.1,2017-02-17,EWY,0.16,0.22,0.19,0.06,0.1,0.08,3.7037037037037033,0.8148148148148148,5.2631578947368425,0.8421052631578947,5.2631578947368425,0.75
0.1,2017-02-17,EWZ,0.17,0.19,0.18,0.15,0.18,0.16499999999999998,2.8985507246376816,0.9275362318840581,5.555555555555555,0.9444444444444445,5.555555555555555,0.9090909090909092
0.1,2017-02-17,FAS,0.22,0.31,0.265,0.13,0.21,0.16999999999999998,2.2988505747126435,0.8045977011494252,3.773584905660377,0.830188679245283,3.773584905660377,0.7647058823529412
0.1,2017-02-17,FAZ,0.19,0.27,0.23,0.2,0.29,0.245,2.1052631578947367,0.8210526315789475,4.3478260869565215,0.8260869565217391,4.3478260869565215,0.8163265306122449
0.1,2017-02-17,FXE,0.08,0.12,0.1,0.12,0.15,0.135,4.25531914893617,0.851063829787234,10,0.7999999999999999,10,0.8888888888888888
0.1,2017-02-17,FXI,0.09,0.11,0.1,0.03,0.05,0.04,7.142857142857142,0.857142857142857,10,0.8999999999999999,10,0.75
0.1,2017-02-17,FXY,0.1,0.25,0.175,0.05,0.15,0.1,3.6363636363636362,0.5454545454545455,5.714285714285714,0.5714285714285715,5.714285714285714,0.5
0.1,2017-02-17,GDX,0.13,0.16,0.14500000000000002,0.13,0.15,0.14,3.508771929824561,0.9122807017543859,6.896551724137931,0.8965517241379309,6.896551724137931,0.9285714285714285
0.1,2017-02-17,GDXJ,0.26,0.29,0.275,0.19,0.26,0.225,2,0.9,3.6363636363636362,0.9454545454545454,3.6363636363636362,0.8444444444444444
0.1,2017-02-17,GLD,0.25,0.26,0.255,0.18,0.2,0.19,2.247191011235955,0.9662921348314606,3.9215686274509802,0.9803921568627451,3.9215686274509802,0.9473684210526315
0.1,2017-02-17,HYG,0.05,0.17,0.11000000000000001,0.03,0.17,0.1,4.761904761904762,0.38095238095238093,9.09090909090909,0.45454545454545453,9.09090909090909,0.3
0.1,2017-02-17,IWM,0.37,0.38,0.375,0.21,0.22,0.215,1.6949152542372883,0.983050847457627,2.6666666666666665,0.9866666666666667,2.6666666666666665,0.9767441860465116
0.1,2017-02-17,IYR,0.18,0.2,0.19,0.1,0.13,0.115,3.278688524590164,0.918032786885246,5.2631578947368425,0.9473684210526315,5.2631578947368425,0.8695652173913043
0.1,2017-02-17,KBE,0.15,0.3,0.22499999999999998,0.05,0.2,0.125,2.857142857142857,0.5714285714285715,4.444444444444445,0.6666666666666667,4.444444444444445,0.4
0.1,2017-02-17,KRE,0.21,0.24,0.22499999999999998,0.1,0.12,0.11,2.985074626865672,0.9253731343283583,4.444444444444445,0.9333333333333333,4.444444444444445,0.9090909090909092
0.1,2017-02-17,LQD,0.05,0.2,0.125,0.1,0.25,0.175,3.3333333333333335,0.5000000000000001,8,0.4,8,0.5714285714285715
0.1,2017-02-17,OIH,0.08,0.09,0.08499999999999999,0.11,0.13,0.12,4.878048780487805,0.926829268292683,11.764705882352942,0.9411764705882354,11.764705882352942,0.9166666666666667
0.1,2017-02-17,QQQ,0.25,0.26,0.255,0.12,0.13,0.125,2.6315789473684212,0.9736842105263158,3.9215686274509802,0.9803921568627451,3.9215686274509802,0.96
0.1,2017-02-17,SLV,0.06,0.07,0.065,0.06,0.07,0.065,7.692307692307692,0.923076923076923,15.384615384615383,0.923076923076923,15.384615384615383,0.923076923076923
0.1,2017-02-17,SMH,0.2,0.3,0.25,0.15,0.25,0.2,2.2222222222222223,0.7777777777777777,4,0.8,4,0.7499999999999999
0.1,2017-02-17,SPY,0.42,0.43,0.425,0.21,0.22,0.215,1.5625,0.984375,2.3529411764705883,0.9882352941176471,2.3529411764705883,0.9767441860465116
0.1,2017-02-17,SSO,0.29,0.46,0.375,0.09,0.34,0.21500000000000002,1.6949152542372878,0.6440677966101694,2.6666666666666665,0.7733333333333333,2.6666666666666665,0.4186046511627906
0.1,2017-02-17,TBT,0.09,0.14,0.115,0.11,0.14,0.125,4.166666666666667,0.8333333333333334,8.695652173913043,0.7826086956521738,8.695652173913043,0.88
0.1,2017-02-17,TLT,0.21,0.26,0.235,0.18,0.22,0.2,2.2988505747126435,0.896551724137931,4.25531914893617,0.8936170212765958,4.25531914893617,0.8999999999999999
0.1,2017-02-17,TZA,0.2,0.24,0.22,0.18,0.24,0.21,2.3255813953488373,0.8837209302325582,4.545454545454546,0.9090909090909092,4.545454545454546,0.8571428571428571
0.1,2017-02-17,USO,0.03,0.05,0.04,0.03,0.05,0.04,12.5,0.75,25,0.75,25,0.75
0.1,2017-02-17,VNQ,0.15,0.3,0.22499999999999998,0.05,0.2,0.125,2.857142857142857,0.5714285714285715,4.444444444444445,0.6666666666666667,4.444444444444445,0.4
0.1,2017-02-17,VWO,0.1,0.2,0.15000000000000002,0.15,0.25,0.2,2.8571428571428568,0.7142857142857142,6.666666666666666,0.6666666666666666,6.666666666666666,0.7499999999999999
0.1,2017-02-17,XBI,0.21,0.32,0.265,0.24,0.39,0.315,1.7241379310344827,0.775862068965517,3.773584905660377,0.7924528301886792,3.773584905660377,0.7619047619047619
0.1,2017-02-17,XHB,0.1,0.18,0.14,0.02,0.14,0.08,4.545454545454545,0.5454545454545454,7.142857142857142,0.7142857142857143,7.142857142857142,0.25
0.1,2017-02-17,XLB,0.08,0.15,0.11499999999999999,0.05,0.11,0.08,5.128205128205128,0.6666666666666666,8.695652173913045,0.6956521739130436,8.695652173913045,0.625
0.1,2017-02-17,XLE,0.17,0.19,0.18,0.14,0.17,0.15500000000000003,2.9850746268656714,0.9253731343283583,5.555555555555555,0.9444444444444445,5.555555555555555,0.9032258064516129
0.1,2017-02-17,XLF,0.03,0.05,0.04,0.01,0.03,0.02,16.666666666666668,0.6666666666666667,25,0.75,25,0.5
0.1,2017-02-17,XLI,0.14,0.17,0.15500000000000003,0.06,0.09,0.075,4.347826086956521,0.8695652173913042,6.451612903225805,0.9032258064516129,6.451612903225805,0.8
0.1,2017-02-17,XLK,0.1,0.12,0.11,0.02,0.06,0.04,6.666666666666667,0.8,9.090909090909092,0.9090909090909092,9.090909090909092,0.5
0.1,2017-02-17,XLP,0.08,0.1,0.09,0.07,0.1,0.085,5.714285714285714,0.8571428571428573,11.11111111111111,0.888888888888889,11.11111111111111,0.823529411764706
0.1,2017-02-17,XLU,0.14,0.15,0.14500000000000002,0.07,0.09,0.08,4.444444444444444,0.9333333333333332,6.896551724137931,0.9655172413793103,6.896551724137931,0.8750000000000001
0.1,2017-02-17,XLV,0.17,0.21,0.19,0.07,0.1,0.085,3.6363636363636362,0.8727272727272727,5.2631578947368425,0.8947368421052632,5.2631578947368425,0.823529411764706
0.1,2017-02-17,XLY,0.17,0.19,0.18,0.08,0.12,0.1,3.571428571428571,0.8928571428571428,5.555555555555555,0.9444444444444445,5.555555555555555,0.7999999999999999
0.1,2017-02-17,XME,0.12,0.15,0.135,0.08,0.11,0.095,4.3478260869565215,0.8695652173913043,7.4074074074074066,0.8888888888888888,7.4074074074074066,0.8421052631578947
0.1,2017-02-17,XOP,0.1,0.13,0.115,0.06,0.09,0.075,5.2631578947368425,0.8421052631578947,8.695652173913043,0.8695652173913043,8.695652173913043,0.8
0.1,2017-02-17,XRT,0.11,0.13,0.12,0.1,0.12,0.11,4.347826086956522,0.9130434782608697,8.333333333333334,0.9166666666666667,8.333333333333334,0.9090909090909092
0.1,2017-03-17,DIA,0.34,0.4,0.37,0.18,0.23,0.20500000000000002,1.7391304347826089,0.9043478260869566,2.7027027027027026,0.918918918918919,2.7027027027027026,0.8780487804878048
0.1,2017-03-17,DUST,0.35,0.55,0.45,0.45,0.65,0.55,1,0.8,2.2222222222222223,0.7777777777777777,2.2222222222222223,0.8181818181818181
0.1,2017-03-17,DXJ,0.1,0.15,0.125,0.12,0.17,0.14500000000000002,3.7037037037037033,0.8148148148148148,8,0.8,8,0.8275862068965516
0.1,2017-03-17,EEM,0.07,0.1,0.085,0.07,0.09,0.08,6.0606060606060606,0.8484848484848485,11.76470588235294,0.823529411764706,11.76470588235294,0.8750000000000001
0.1,2017-03-17,EFA,0.09,0.15,0.12,0.06,0.1,0.08,5,0.7499999999999999,8.333333333333334,0.75,8.333333333333334,0.75
0.1,2017-03-17,ERX,0.3,0.45,0.375,0.3,0.35,0.32499999999999996,1.4285714285714286,0.8571428571428572,2.6666666666666665,0.7999999999999999,2.6666666666666665,0.9230769230769231
0.1,2017-03-17,EWJ,0.09,0.12,0.105,0.05,0.09,0.07,5.714285714285714,0.8000000000000002,9.523809523809524,0.8571428571428571,9.523809523809524,0.7142857142857143
0.1,2017-03-17,EWW,0.14,0.16,0.15000000000000002,0.1,0.11,0.10500000000000001,3.9215686274509802,0.9411764705882354,6.666666666666666,0.9333333333333332,6.666666666666666,0.9523809523809523
0.1,2017-03-17,EWY,0.13,0.19,0.16,0.1,0.14,0.12000000000000001,3.571428571428571,0.8214285714285714,6.25,0.8125,6.25,0.8333333333333333
0.1,2017-03-17,EWZ,0.12,0.13,0.125,0.08,0.14,0.11000000000000001,4.25531914893617,0.851063829787234,8,0.96,8,0.7272727272727272
0.1,2017-03-17,FAS,0.22,0.3,0.26,0.07,0.28,0.17500000000000002,2.2988505747126435,0.6666666666666666,3.846153846153846,0.8461538461538461,3.846153846153846,0.4
0.1,2017-03-17,FAZ,0.07,0.16,0.115,0.09,0.15,0.12,4.25531914893617,0.6808510638297873,8.695652173913043,0.6086956521739131,8.695652173913043,0.75
0.1,2017-03-17,FXE,0.08,0.11,0.095,0.11,0.14,0.125,4.545454545454546,0.8636363636363636,10.526315789473685,0.8421052631578947,10.526315789473685,0.88
0.1,2017-03-17,FXI,0.1,0.12,0.11,0.09,0.1,0.095,4.878048780487805,0.9268292682926829,9.090909090909092,0.9090909090909092,9.090909090909092,0.9473684210526315
0.1,2017-03-17,FXY,0.05,0.15,0.1,0.1,0.2,0.15000000000000002,4,0.6000000000000001,10,0.5,10,0.6666666666666666
0.1,2017-03-17,GDX,0.12,0.13,0.125,0.11,0.13,0.12,4.081632653061225,0.9387755102040816,8,0.96,8,0.9166666666666667
0.1,2017-03-17,GDXJ,0.22,0.24,0.22999999999999998,0.2,0.28,0.24000000000000002,2.127659574468085,0.8936170212765959,4.347826086956522,0.9565217391304348,4.347826086956522,0.8333333333333333
0.1,2017-03-17,GLD,0.2,0.21,0.20500000000000002,0.23,0.25,0.24,2.247191011235955,0.9662921348314608,4.878048780487805,0.975609756097561,4.878048780487805,0.9583333333333334
0.1,2017-03-17,HYG,0.05,0.13,0.09,0.02,0.09,0.055,6.8965517241379315,0.48275862068965525,11.11111111111111,0.5555555555555556,11.11111111111111,0.36363636363636365
0.1,2017-03-17,IWM,0.33,0.34,0.335,0.21,0.24,0.22499999999999998,1.7857142857142856,0.9642857142857143,2.9850746268656714,0.9850746268656716,2.9850746268656714,0.9333333333333333
0.1,2017-03-17,IYR,0.16,0.18,0.16999999999999998,0.12,0.14,0.13,3.3333333333333335,0.9333333333333335,5.882352941176471,0.9411764705882354,5.882352941176471,0.923076923076923
0.1,2017-03-17,KBE,0.15,0.25,0.2,0.05,0.25,0.15,2.857142857142857,0.5714285714285715,5,0.7499999999999999,5,0.33333333333333337
0.1,2017-03-17,KRE,0.17,0.19,0.18,0.09,0.12,0.105,3.5087719298245617,0.912280701754386,5.555555555555555,0.9444444444444445,5.555555555555555,0.8571428571428571
0.1,2017-03-17,LQD,0.05,0.2,0.125,0.05,0.1,0.07500000000000001,5,0.5,8,0.4,8,0.6666666666666666
0.1,2017-03-17,OIH,0.11,0.12,0.11499999999999999,0.11,0.13,0.12,4.25531914893617,0.9361702127659575,8.695652173913045,0.9565217391304348,8.695652173913045,0.9166666666666667
0.1,2017-03-17,QQQ,0.23,0.24,0.235,0.14,0.15,0.14500000000000002,2.6315789473684212,0.9736842105263158,4.25531914893617,0.9787234042553192,4.25531914893617,0.9655172413793103
0.1,2017-03-17,SLV,0.05,0.06,0.055,0.05,0.06,0.055,9.090909090909092,0.9090909090909092,18.181818181818183,0.9090909090909092,18.181818181818183,0.9090909090909092
0.1,2017-03-17,SMH,0.2,0.3,0.25,0.1,0.15,0.125,2.6666666666666665,0.8000000000000002,4,0.8,4,0.8
0.1,2017-03-17,SPY,0.44,0.46,0.45,0.25,0.26,0.255,1.4184397163120566,0.978723404255319,2.2222222222222223,0.9777777777777777,2.2222222222222223,0.9803921568627451
0.1,2017-03-17,SSO,0.61,0.67,0.64,0.29,0.46,0.375,0.9852216748768472,0.8866995073891624,1.5625,0.953125,1.5625,0.7733333333333333
0.1,2017-03-17,TBT,0.09,0.14,0.115,0.07,0.11,0.09,4.878048780487805,0.7804878048780487,8.695652173913043,0.7826086956521738,8.695652173913043,0.7777777777777779
0.1,2017-03-17,TLT,0.2,0.24,0.22,0.16,0.2,0.18,2.5,0.8999999999999999,4.545454545454546,0.9090909090909092,4.545454545454546,0.888888888888889
0.1,2017-03-17,TZA,0.02,0.18,0.09999999999999999,0.14,0.16,0.15000000000000002,4,0.64,10,0.2,10,0.9333333333333332
0.1,2017-03-17,USO,0.03,0.06,0.045,0.01,0.04,0.025,14.285714285714285,0.5714285714285714,22.22222222222222,0.6666666666666666,22.22222222222222,0.39999999999999997
0.1,2017-03-17,VNQ,0.15,0.3,0.22499999999999998,0.1,0.2,0.15000000000000002,2.6666666666666665,0.6666666666666666,4.444444444444445,0.6666666666666667,4.444444444444445,0.6666666666666666
0.1,2017-03-17,VWO,0.05,0.2,0.125,0.15,0.3,0.22499999999999998,2.857142857142857,0.5714285714285715,8,0.4,8,0.6666666666666667
0.1,2017-03-17,XBI,0.25,0.28,0.265,0.25,0.27,0.26,1.9047619047619047,0.9523809523809523,3.773584905660377,0.9433962264150942,3.773584905660377,0.9615384615384615
0.1,2017-03-17,XHB,0.07,0.17,0.12000000000000001,0.08,0.15,0.11499999999999999,4.25531914893617,0.6382978723404257,8.333333333333332,0.5833333333333334,8.333333333333332,0.6956521739130436
0.1,2017-03-17,XLB,0.07,0.12,0.095,0.02,0.15,0.08499999999999999,5.555555555555555,0.5000000000000001,10.526315789473685,0.736842105263158,10.526315789473685,0.23529411764705885
0.1,2017-03-17,XLE,0.2,0.22,0.21000000000000002,0.13,0.14,0.135,2.8985507246376807,0.9565217391304347,4.761904761904762,0.9523809523809523,4.761904761904762,0.9629629629629629
0.1,2017-03-17,XLF,0.06,0.08,0.07,0.02,0.04,0.03,10,0.7999999999999999,14.285714285714285,0.857142857142857,14.285714285714285,0.6666666666666667
0.1,2017-03-17,XLI,0.12,0.13,0.125,0.11,0.14,0.125,4,0.9199999999999999,8,0.96,8,0.88
0.1,2017-03-17,XLK,0.07,0.1,0.085,0.04,0.07,0.05500000000000001,7.142857142857142,0.7857142857142857,11.76470588235294,0.823529411764706,11.76470588235294,0.7272727272727272
0.1,2017-03-17,XLP,0.09,0.13,0.11,0.07,0.1,0.085,5.128205128205128,0.8205128205128205,9.090909090909092,0.8181818181818181,9.090909090909092,0.823529411764706
0.1,2017-03-17,XLU,0.13,0.16,0.14500000000000002,0.05,0.06,0.055,5,0.8999999999999999,6.896551724137931,0.8965517241379309,6.896551724137931,0.9090909090909092
0.1,2017-03-17,XLV,0.11,0.15,0.13,0.05,0.13,0.09,4.545454545454546,0.7272727272727273,7.692307692307692,0.8461538461538461,7.692307692307692,0.5555555555555556
0.1,2017-03-17,XLY,0.13,0.16,0.14500000000000002,0.13,0.16,0.14500000000000002,3.4482758620689653,0.8965517241379309,6.896551724137931,0.8965517241379309,6.896551724137931,0.8965517241379309
0.1,2017-03-17,XME,0.11,0.14,0.125,0.07,0.09,0.08,4.878048780487805,0.8780487804878048,8,0.88,8,0.8750000000000001
0.1,2017-03-17,XOP,0.13,0.17,0.15000000000000002,0.13,0.16,0.14500000000000002,3.3898305084745757,0.8813559322033897,6.666666666666666,0.8666666666666666,6.666666666666666,0.8965517241379309
0.1,2017-03-17,XRT,0.09,0.11,0.1,0.05,0.1,0.07500000000000001,5.7142857142857135,0.8,10,0.8999999999999999,10,0.6666666666666666
0.1,2017-04-21,DIA,0.38,0.43,0.405,0.22,0.3,0.26,1.5037593984962405,0.9022556390977443,2.4691358024691357,0.9382716049382716,2.4691358024691357,0.8461538461538461
0.1,2017-04-21,DUST,0.55,0.9,0.7250000000000001,0.75,1.25,1,0.5797101449275363,0.7536231884057971,1.379310344827586,0.7586206896551724,1.379310344827586,0.75
0.1,2017-04-21,DXJ,0.08,0.19,0.135,0.05,0.11,0.08,4.651162790697674,0.6046511627906976,7.4074074074074066,0.5925925925925926,7.4074074074074066,0.625
0.1,2017-04-21,EEM,0.11,0.14,0.125,0.08,0.11,0.095,4.545454545454546,0.8636363636363636,8,0.88,8,0.8421052631578947
0.1,2017-04-21,EFA,0.11,0.13,0.12,0.08,0.12,0.1,4.545454545454546,0.8636363636363636,8.333333333333334,0.9166666666666667,8.333333333333334,0.7999999999999999
