variation,expiration,underlying,bid.put,ask.put,mid.put,bid.call,ask.call,mid.call,strangle_unity_mult,strangle_prem_sold,put_unity_mult,put_prem_sold,call_unity_mult,call_prem_sold
0.1,2018-04-20,USO,0.05,0.07,0.060000000000000005,0.02,0.03,0.025,11.76470588235294,0.823529411764706,16.666666666666664,0.8333333333333333,16.666666666666664,0.7999999999999999
0.1,2018-04-20,VNQ,0.2,0.3,0.25,0.05,0.15,0.1,2.857142857142857,0.7142857142857143,4,0.8,4,0.5
0.1,2018-04-20,VWO,0.15,0.25,0.2,0.05,0.15,0.1,3.333333333333333,0.6666666666666666,5,0.7499999999999999,5,0.5
0.1,2018-04-20,XBI,0.39,0.52,0.455,0.2,0.25,0.225,1.4705882352941175,0.8676470588235294,2.1978021978021975,0.8571428571428571,2.1978021978021975,0.888888888888889
0.1,2018-04-20,XHB,0.15,0.22,0.185,0.09,0.14,0.115,3.3333333333333335,0.8,5.405405405405405,0.8108108108108107,5.405405405405405,0.7826086956521738
0.1,2018-04-20,XLB,0.14,0.19,0.165,0.06,0.11,0.08499999999999999,4,0.8,6.0606060606060606,0.8484848484848485,6.0606060606060606,0.7058823529411765
0.1,2018-04-20,XLE,0.2,0.25,0.225,0.15,0.17,0.16,2.5974025974025974,0.9090909090909091,4.444444444444445,0.888888888888889,4.444444444444445,0.9375
0.1,2018-04-20,XLF,0.07,0.09,0.08,0.04,0.07,0.05500000000000001,7.4074074074074066,0.8148148148148149,12.5,0.8750000000000001,12.5,0.7272727272727272
0.1,2018-04-20,XLI,0.25,0.31,0.28,0.12,0.18,0.15,2.325581395348837,0.8604651162790696,3.571428571428571,0.8928571428571428,3.571428571428571,0.8
0.1,2018-04-20,XLK,0.25,0.29,0.27,0.06,0.13,0.095,2.73972602739726,0.8493150684931507,3.7037037037037033,0.9259259259259258,3.7037037037037033,0.631578947368421
0.1,2018-04-20,XLP,0.12,0.17,0.14500000000000002,0.05,0.06,0.055,5,0.8499999999999999,6.896551724137931,0.8275862068965516,6.896551724137931,0.9090909090909092
0.1,2018-04-20,XLU,0.1,0.12,0.11,0.08,0.13,0.10500000000000001,4.651162790697674,0.8372093023255812,9.090909090909092,0.9090909090909092,9.090909090909092,0.7619047619047619
0.1,2018-04-20,XLV,0.23,0.3,0.265,0.1,0.15,0.125,2.564102564102564,0.8461538461538461,3.773584905660377,0.8679245283018868,3.773584905660377,0.8
0.1,2018-04-20,XLY,0.25,0.35,0.3,0.15,0.19,0.16999999999999998,2.127659574468085,0.8510638297872342,3.3333333333333335,0.8333333333333334,3.3333333333333335,0.8823529411764707
0.1,2018-04-20,XME,0.12,0.17,0.14500000000000002,0.06,0.11,0.08499999999999999,4.3478260869565215,0.7826086956521738,6.896551724137931,0.8275862068965516,6.896551724137931,0.7058823529411765
0.1,2018-04-20,XOP,0.12,0.15,0.135,0.11,0.14,0.125,3.846153846153846,0.8846153846153845,7.4074074074074066,0.8888888888888888,7.4074074074074066,0.88
0.1,2018-04-20,XRT,0.11,0.19,0.15,0.08,0.13,0.10500000000000001,3.9215686274509802,0.7450980392156863,6.666666666666667,0.7333333333333334,6.666666666666667,0.7619047619047619
0.1,2018-05-18,DIA,0.67,0.72,0.6950000000000001,0.32,0.4,0.36,0.947867298578199,0.9383886255924169,1.4388489208633093,0.9640287769784173,1.4388489208633093,0.888888888888889
0.1,2018-05-18,DUST,0.15,0.25,0.2,0.15,0.2,0.175,2.6666666666666665,0.7999999999999999,5,0.7499999999999999,5,0.8571428571428572
0.1,2018-05-18,DXJ,0.14,0.2,0.17,0.12,0.17,0.14500000000000002,3.174603174603174,0.8253968253968252,5.88235294117647,0.823529411764706,5.88235294117647,0.8275862068965516
0.1,2018-05-18,EEM,0.12,0.15,0.135,0.1,0.14,0.12000000000000001,3.9215686274509802,0.8627450980392157,7.4074074074074066,0.8888888888888888,7.4074074074074066,0.8333333333333333
0.1,2018-05-18,EFA,0.12,0.17,0.14500000000000002,0.05,0.11,0.08,4.444444444444444,0.7555555555555554,6.896551724137931,0.8275862068965516,6.896551724137931,0.625
0.1,2018-05-18,ERX,0.35,0.45,0.4,0.1,0.25,0.175,1.7391304347826089,0.782608695652174,2.5,0.8749999999999999,2.5,0.5714285714285715
0.1,2018-05-18,EWJ,0.1,0.11,0.10500000000000001,0.06,0.08,0.07,5.7142857142857135,0.9142857142857143,9.523809523809524,0.9523809523809523,9.523809523809524,0.857142857142857
0.1,2018-05-18,EWW,0.17,0.22,0.195,0.11,0.14,0.125,3.125,0.8750000000000001,5.128205128205128,0.8717948717948718,5.128205128205128,0.88
0.1,2018-05-18,EWY,0.23,0.35,0.29,0.13,0.2,0.165,2.197802197802198,0.7912087912087913,3.4482758620689657,0.7931034482758622,3.4482758620689657,0.7878787878787878
0.1,2018-05-18,EWZ,0.18,0.19,0.185,0.1,0.13,0.115,3.3333333333333335,0.9333333333333335,5.405405405405405,0.9729729729729729,5.405405405405405,0.8695652173913043
0.1,2018-05-18,FAS,0.36,0.47,0.415,0.29,0.39,0.33999999999999997,1.3245033112582782,0.8609271523178808,2.4096385542168677,0.8674698795180723,2.4096385542168677,0.8529411764705882
0.1,2018-05-18,FAZ,0.01,0.06,0.034999999999999996,0.05,0.12,0.08499999999999999,8.333333333333334,0.5000000000000001,28.571428571428573,0.28571428571428575,28.571428571428573,0.5882352941176472
0.1,2018-05-18,FXE,0.07,0.09,0.08,0.11,0.13,0.12,5,0.8999999999999999,12.5,0.8750000000000001,12.5,0.9166666666666667
0.1,2018-05-18,FXI,0.13,0.15,0.14,0.11,0.12,0.11499999999999999,3.9215686274509802,0.9411764705882353,7.142857142857142,0.9285714285714285,7.142857142857142,0.9565217391304348
0.1,2018-05-18,FXY,0.15,0.3,0.22499999999999998,0.05,0.15,0.1,3.0769230769230775,0.6153846153846155,4.444444444444445,0.6666666666666667,4.444444444444445,0.5
0.1,2018-05-18,GDX,0.07,0.09,0.08,0.06,0.07,0.065,6.896551724137931,0.8965517241379309,12.5,0.8750000000000001,12.5,0.923076923076923
0.1,2018-05-18,GDXJ,0.12,0.15,0.135,0.1,0.11,0.10500000000000001,4.166666666666666,0.9166666666666666,7.4074074074074066,0.8888888888888888,7.4074074074074066,0.9523809523809523
0.1,2018-05-18,GLD,0.14,0.15,0.14500000000000002,0.23,0.24,0.235,2.6315789473684212,0.9736842105263158,6.896551724137931,0.9655172413793103,6.896551724137931,0.9787234042553192
0.1,2018-05-18,HYG,0.06,0.1,0.08,0.01,0.04,0.025,9.523809523809524,0.6666666666666665,12.5,0.75,12.5,0.39999999999999997
0.1,2018-05-18,IWM,0.41,0.44,0.425,0.25,0.27,0.26,1.4598540145985401,0.9635036496350363,2.3529411764705883,0.9647058823529412,2.3529411764705883,0.9615384615384615
0.1,2018-05-18,IYR,0.19,0.21,0.2,0.13,0.15,0.14,2.941176470588235,0.9411764705882353,5,0.95,5,0.9285714285714285
0.1,2018-05-18,KBE,0.15,0.3,0.22499999999999998,0.05,0.2,0.125,2.857142857142857,0.5714285714285715,4.444444444444445,0.6666666666666667,4.444444444444445,0.4
0.1,2018-05-18,KRE,0.23,0.27,0.25,0.12,0.16,0.14,2.564102564102564,0.8974358974358974,4,0.92,4,0.857142857142857
0.1,2018-05-18,LQD,0.05,0.15,0.1,0.05,0.15,0.1,5,0.5,10,0.5,10,0.5
0.1,2018-05-18,OIH,0.15,0.16,0.155,0.11,0.12,0.11499999999999999,3.7037037037037033,0.9629629629629629,6.451612903225807,0.9677419354838709,6.451612903225807,0.9565217391304348
0.1,2018-05-18,QQQ,0.61,0.63,0.62,0.38,0.39,0.385,0.9950248756218907,0.9850746268656717,1.6129032258064517,0.9838709677419355,1.6129032258064517,0.987012987012987
0.1,2018-05-18,SLV,0.02,0.03,0.025,0.04,0.05,0.045,14.285714285714285,0.857142857142857,40,0.7999999999999999,40,0.888888888888889
0.1,2018-05-18,SMH,0.56,0.6,0.5800000000000001,0.33,0.37,0.35,1.075268817204301,0.956989247311828,1.7241379310344827,0.9655172413793103,1.7241379310344827,0.942857142857143
0.1,2018-05-18,SPY,0.72,0.73,0.725,0.39,0.4,0.395,0.8928571428571428,0.9910714285714284,1.3793103448275863,0.993103448275862,1.3793103448275863,0.9873417721518988
0.1,2018-05-18,SSO,0.68,0.82,0.75,0.27,0.43,0.35,0.9090909090909091,0.8636363636363636,1.3333333333333333,0.9066666666666667,1.3333333333333333,0.7714285714285716
0.1,2018-05-18,TBT,0.13,0.15,0.14,0.12,0.14,0.13,3.7037037037037033,0.9259259259259258,7.142857142857142,0.9285714285714285,7.142857142857142,0.923076923076923
0.1,2018-05-18,TLT,0.17,0.19,0.18,0.12,0.13,0.125,3.278688524590164,0.9508196721311477,5.555555555555555,0.9444444444444445,5.555555555555555,0.96
0.1,2018-05-18,TZA,0.1,0.14,0.12000000000000001,0.07,0.12,0.095,4.651162790697674,0.7906976744186046,8.333333333333332,0.8333333333333333,8.333333333333332,0.736842105263158
0.1,2018-05-18,USO,0.05,0.06,0.055,0.04,0.05,0.045,10,0.8999999999999999,18.181818181818183,0.9090909090909092,18.181818181818183,0.888888888888889
0.1,2018-05-18,VNQ,0.15,0.25,0.2,0.1,0.2,0.15000000000000002,2.8571428571428568,0.7142857142857142,5,0.7499999999999999,5,0.6666666666666666
0.1,2018-05-18,VWO,0.05,0.15,0.1,0.05,0.1,0.07500000000000001,5.7142857142857135,0.5714285714285714,10,0.5,10,0.6666666666666666
0.1,2018-05-18,XBI,0.47,0.5,0.485,0.24,0.31,0.275,1.3157894736842106,0.9342105263157894,2.061855670103093,0.9690721649484536,2.061855670103093,0.8727272727272726
0.1,2018-05-18,XHB,0.14,0.19,0.165,0.1,0.14,0.12000000000000001,3.508771929824561,0.8421052631578947,6.0606060606060606,0.8484848484848485,6.0606060606060606,0.8333333333333333
0.1,2018-05-18,XLB,0.13,0.2,0.165,0.1,0.16,0.13,3.3898305084745757,0.7796610169491525,6.0606060606060606,0.7878787878787878,6.0606060606060606,0.7692307692307693
0.1,2018-05-18,XLE,0.2,0.22,0.21000000000000002,0.14,0.17,0.15500000000000003,2.73972602739726,0.9315068493150684,4.761904761904762,0.9523809523809523,4.761904761904762,0.9032258064516129
0.1,2018-05-18,XLF,0.1,0.13,0.115,0.05,0.06,0.055,5.88235294117647,0.8823529411764707,8.695652173913043,0.8695652173913043,8.695652173913043,0.9090909090909092
0.1,2018-05-18,XLI,0.21,0.24,0.22499999999999998,0.09,0.12,0.105,3.0303030303030307,0.9090909090909092,4.444444444444445,0.9333333333333333,4.444444444444445,0.8571428571428571
0.1,2018-05-18,XLK,0.21,0.34,0.275,0.06,0.13,0.095,2.7027027027027026,0.7297297297297298,3.6363636363636362,0.7636363636363636,3.6363636363636362,0.631578947368421
0.1,2018-05-18,XLP,0.1,0.15,0.125,0.07,0.1,0.085,4.761904761904762,0.8095238095238095,8,0.8,8,0.823529411764706
0.1,2018-05-18,XLU,0.08,0.1,0.09,0.05,0.08,0.065,6.451612903225807,0.8387096774193549,11.11111111111111,0.888888888888889,11.11111111111111,0.7692307692307693
0.1,2018-05-18,XLV,0.18,0.24,0.21,0.14,0.21,0.175,2.5974025974025974,0.8311688311688311,4.761904761904762,0.8571428571428571,4.761904761904762,0.8000000000000002
0.1,2018-05-18,XLY,0.3,0.36,0.32999999999999996,0.13,0.22,0.175,1.9801980198019806,0.8514851485148517,3.0303030303030307,0.9090909090909092,3.0303030303030307,0.7428571428571429
0.1,2018-05-18,XME,0.15,0.2,0.175,0.08,0.12,0.1,3.6363636363636362,0.8363636363636362,5.714285714285714,0.8571428571428572,5.714285714285714,0.7999999999999999
0.1,2018-05-18,XOP,0.19,0.21,0.2,0.15,0.17,0.16,2.7777777777777777,0.9444444444444444,5,0.95,5,0.9375
0.1,2018-05-18,XRT,0.17,0.19,0.18,0.08,0.12,0.1,3.571428571428571,0.8928571428571428,5.555555555555555,0.9444444444444445,5.555555555555555,0.7999999999999999
0.1,2018-06-15,DIA,0.54,0.58,0.56,0.31,0.37,0.33999999999999997,1.1111111111111112,0.9444444444444445,1.7857142857142856,0.9642857142857143,1.7857142857142856,0.911764705882353
0.1,2018-06-15,DUST,0.25,0.3,0.275,0.15,0.25,0.2,2.1052631578947367,0.8421052631578947,3.6363636363636362,0.9090909090909091,3.6363636363636362,0.7499999999999999
0.1,2018-06-15,DXJ,0.11,0.15,0.13,0.04,0.1,0.07,5,0.7499999999999999,7.692307692307692,0.8461538461538461,7.692307692307692,0.5714285714285714
0.1,2018-06-15,EEM,0.15,0.18,0.16499999999999998,0.07,0.11,0.09,3.9215686274509802,0.8627450980392157,6.060606060606061,0.9090909090909092,6.060606060606061,0.7777777777777779
0.1,2018-06-15,EFA,0.1,0.13,0.115,0.08,0.11,0.095,4.761904761904762,0.857142857142857,8.695652173913043,0.8695652173913043,8.695652173913043,0.8421052631578947
0.1,2018-06-15,ERX,0.25,0.4,0.325,0.2,0.4,0.30000000000000004,1.6,0.72,3.0769230769230766,0.7692307692307692,3.0769230769230766,0.6666666666666666
0.1,2018-06-15,EWJ,0.09,0.11,0.1,0.08,0.11,0.095,5.128205128205128,0.8717948717948717,10,0.8999999999999999,10,0.8421052631578947
0.1,2018-06-15,EWW,0.14,0.16,0.15000000000000002,0.15,0.19,0.16999999999999998,3.125,0.9062500000000001,6.666666666666666,0.9333333333333332,6.666666666666666,0.8823529411764707
0.1,2018-06-15,EWY,0.17,0.32,0.245,0.13,0.25,0.19,2.2988505747126435,0.6896551724137933,4.081632653061225,0.6938775510204083,4.081632653061225,0.6842105263157895
0.1,2018-06-15,EWZ,0.17,0.2,0.185,0.1,0.13,0.115,3.3333333333333335,0.9000000000000001,5.405405405405405,0.918918918918919,5.405405405405405,0.8695652173913043
0.1,2018-06-15,FAS,0.41,0.51,0.45999999999999996,0.18,0.29,0.235,1.4388489208633095,0.8489208633093526,2.173913043478261,0.8913043478260869,2.173913043478261,0.7659574468085106
0.1,2018-06-15,FAZ,0.13,0.17,0.15000000000000002,0.04,0.09,0.065,4.651162790697674,0.7906976744186046,6.666666666666666,0.8666666666666666,6.666666666666666,0.6153846153846154
0.1,2018-06-15,FXE,0.13,0.17,0.15000000000000002,0.12,0.15,0.135,3.508771929824561,0.8771929824561403,6.666666666666666,0.8666666666666666,6.666666666666666,0.8888888888888888
0.1,2018-06-15,FXI,0.1,0.12,0.11,0.08,0.09,0.08499999999999999,5.128205128205128,0.923076923076923,9.090909090909092,0.9090909090909092,9.090909090909092,0.9411764705882354
0.1,2018-06-15,FXY,0.05,0.2,0.125,0.05,0.15,0.1,4.444444444444445,0.4444444444444445,8,0.4,8,0.5
0.1,2018-06-15,GDX,0.03,0.04,0.035,0.06,0.08,0.07,9.523809523809524,0.857142857142857,28.57142857142857,0.857142857142857,28.57142857142857,0.857142857142857
0.1,2018-06-15,GDXJ,0.07,0.09,0.08,0.1,0.13,0.115,5.128205128205128,0.8717948717948718,12.5,0.8750000000000001,12.5,0.8695652173913043
0.1,2018-06-15,GLD,0.17,0.18,0.175,0.17,0.18,0.175,2.857142857142857,0.9714285714285715,5.714285714285714,0.9714285714285715,5.714285714285714,0.9714285714285715
0.1,2018-06-15,HYG,0.05,0.16,0.10500000000000001,0.01,0.11,0.06,6.0606060606060606,0.36363636363636365,9.523809523809524,0.47619047619047616,9.523809523809524,0.16666666666666669
0.1,2018-06-15,IWM,0.35,0.36,0.355,0.22,0.23,0.225,1.7241379310344829,0.9827586206896551,2.8169014084507045,0.9859154929577465,2.8169014084507045,0.9777777777777777
0.1,2018-06-15,IYR,0.16,0.19,0.175,0.12,0.14,0.13,3.278688524590164,0.918032786885246,5.714285714285714,0.9142857142857144,5.714285714285714,0.923076923076923
0.1,2018-06-15,KBE,0.1,0.2,0.15000000000000002,0.05,0.15,0.1,4,0.6000000000000001,6.666666666666666,0.6666666666666666,6.666666666666666,0.5
0.1,2018-06-15,KRE,0.16,0.19,0.175,0.09,0.13,0.11,3.5087719298245617,0.8771929824561404,5.714285714285714,0.9142857142857144,5.714285714285714,0.8181818181818181
0.1,2018-06-15,LQD,0.05,0.2,0.125,0.2,0.35,0.275,2.5,0.625,8,0.4,8,0.7272727272727273
0.1,2018-06-15,OIH,0.14,0.16,0.15000000000000002,0.1,0.12,0.11,3.846153846153846,0.9230769230769231,6.666666666666666,0.9333333333333332,6.666666666666666,0.9090909090909092
0.1,2018-06-15,QQQ,0.49,0.52,0.505,0.28,0.3,0.29000000000000004,1.2578616352201257,0.9685534591194969,1.9801980198019802,0.9702970297029703,1.9801980198019802,0.9655172413793103
0.1,2018-06-15,SLV,0.03,0.04,0.035,0.03,0.04,0.035,14.285714285714285,0.857142857142857,28.57142857142857,0.857142857142857,28.57142857142857,0.857142857142857
0.1,2018-06-15,SMH,0.43,0.45,0.44,0.28,0.31,0.29500000000000004,1.3605442176870746,0.965986394557823,2.272727272727273,0.9772727272727273,2.272727272727273,0.9491525423728813
0.1,2018-06-15,SPY,0.59,0.6,0.595,0.32,0.33,0.325,1.0869565217391306,0.9891304347826086,1.680672268907563,0.9915966386554622,1.680672268907563,0.9846153846153846
0.1,2018-06-15,SSO,0.43,0.54,0.485,0.15,0.27,0.21000000000000002,1.4388489208633093,0.8345323741007193,2.061855670103093,0.8865979381443299,2.061855670103093,0.7142857142857142
0.1,2018-06-15,TBT,0.05,0.08,0.065,0.12,0.14,0.13,5.128205128205128,0.8717948717948717,15.384615384615383,0.7692307692307693,15.384615384615383,0.923076923076923
0.1,2018-06-15,TLT,0.19,0.23,0.21000000000000002,0.15,0.17,0.16,2.7027027027027026,0.9189189189189189,4.761904761904762,0.9047619047619047,4.761904761904762,0.9375
0.1,2018-06-15,TZA,0.09,0.13,0.11,0.05,0.06,0.055,6.0606060606060606,0.8484848484848485,9.090909090909092,0.8181818181818181,9.090909090909092,0.9090909090909092
0.1,2018-06-15,USO,0.02,0.03,0.025,0.03,0.04,0.035,16.666666666666664,0.8333333333333333,40,0.7999999999999999,40,0.857142857142857
0.1,2018-06-15,VNQ,0.1,0.2,0.15000000000000002,0.05,0.1,0.07500000000000001,4.444444444444444,0.6666666666666666,6.666666666666666,0.6666666666666666,6.666666666666666,0.6666666666666666
0.1,2018-06-15,VWO,0.1,0.2,0.15000000000000002,0.1,0.2,0.15000000000000002,3.333333333333333,0.6666666666666666,6.666666666666666,0.6666666666666666,6.666666666666666,0.6666666666666666
0.1,2018-06-15,XBI,0.36,0.41,0.385,0.16,0.25,0.20500000000000002,1.6949152542372878,0.8813559322033897,2.5974025974025974,0.935064935064935,2.5974025974025974,0.7804878048780487
0.1,2018-06-15,XHB,0.13,0.17,0.15000000000000002,0.06,0.13,0.095,4.081632653061224,0.7755102040816326,6.666666666666666,0.8666666666666666,6.666666666666666,0.631578947368421
0.1,2018-06-15,XLB,0.13,0.19,0.16,0.04,0.13,0.085,4.081632653061225,0.6938775510204083,6.25,0.8125,6.25,0.47058823529411764
0.1,2018-06-15,XLE,0.18,0.2,0.19,0.15,0.19,0.16999999999999998,2.7777777777777777,0.9166666666666666,5.2631578947368425,0.9473684210526315,5.2631578947368425,0.8823529411764707
0.1,2018-06-15,XLF,0.08,0.09,0.08499999999999999,0.01,0.04,0.025,9.090909090909092,0.8181818181818182,11.764705882352942,0.9411764705882354,11.764705882352942,0.39999999999999997
0.1,2018-06-15,XLI,0.19,0.22,0.20500000000000002,0.08,0.12,0.1,3.2786885245901636,0.8852459016393441,4.878048780487805,0.9268292682926829,4.878048780487805,0.7999999999999999
0.1,2018-06-15,XLK,0.2,0.24,0.22,0.09,0.13,0.11,3.0303030303030303,0.8787878787878789,4.545454545454546,0.9090909090909092,4.545454545454546,0.8181818181818181
0.1,2018-06-15,XLP,0.11,0.14,0.125,0.06,0.13,0.095,4.545454545454546,0.7727272727272727,8,0.88,8,0.631578947368421
0.1,2018-06-15,XLU,0.09,0.11,0.1,0.09,0.11,0.1,5,0.8999999999999999,10,0.8999999999999999,10,0.8999999999999999
0.1,2018-06-15,XLV,0.13,0.2,0.165,0.08,0.11,0.095,3.846153846153846,0.8076923076923077,6.0606060606060606,0.7878787878787878,6.0606060606060606,0.8421052631578947
0.1,2018-06-15,XLY,0.26,0.29,0.275,0.17,0.2,0.185,2.1739130434782608,0.9347826086956522,3.6363636363636362,0.9454545454545454,3.6363636363636362,0.918918918918919
0.1,2018-06-15,XME,0.1,0.14,0.12000000000000001,0.05,0.09,0.07,5.2631578947368425,0.7894736842105264,8.333333333333332,0.8333333333333333,8.333333333333332,0.7142857142857143
0.1,2018-06-15,XOP,0.17,0.19,0.18,0.12,0.14,0.13,3.2258064516129035,0.9354838709677421,5.555555555555555,0.9444444444444445,5.555555555555555,0.923076923076923
0.1,2018-06-15,XRT,0.15,0.18,0.16499999999999998,0.04,0.08,0.06,4.444444444444445,0.8444444444444446,6.060606060606061,0.9090909090909092,6.060606060606061,0.6666666666666667
0.1,2018-07-20,DIA,0.59,0.67,0.63,0.3,0.39,0.345,1.0256410256410258,0.9128205128205127,1.5873015873015872,0.9365079365079364,1.5873015873015872,0.8695652173913044
0.1,2018-07-20,DUST,0.15,0.25,0.2,0.15,0.3,0.22499999999999998,2.3529411764705883,0.7058823529411765,5,0.7499999999999999,5,0.6666666666666667
0.1,2018-07-20,DXJ,0.12,0.24,0.18,0.04,0.14,0.09000000000000001,3.7037037037037033,0.5925925925925926,5.555555555555555,0.6666666666666666,5.555555555555555,0.4444444444444444
0.1,2018-07-20,EEM,0.11,0.16,0.135,0.07,0.09,0.08,4.651162790697674,0.8372093023255812,7.4074074074074066,0.8148148148148148,7.4074074074074066,0.8750000000000001
0.1,2018-07-20,EFA,0.16,0.2,0.18,0.05,0.11,0.08,3.846153846153846,0.8076923076923077,5.555555555555555,0.888888888888889,5.555555555555555,0.625
0.1,2018-07-20,ERX,0.35,0.45,0.4,0.2,0.35,0.275,1.4814814814814814,0.8148148148148149,2.5,0.8749999999999999,2.5,0.7272727272727273
0.1,2018-07-20,EWJ,0.13,0.16,0.14500000000000002,0.05,0.09,0.07,4.651162790697674,0.8372093023255812,6.896551724137931,0.8965517241379309,6.896551724137931,0.7142857142857143
0.1,2018-07-20,EWW,0.14,0.2,0.17,0.17,0.19,0.18,2.857142857142857,0.8857142857142859,5.88235294117647,0.823529411764706,5.88235294117647,0.9444444444444445
0.1,2018-07-20,EWY,0.25,0.35,0.3,0.1,0.2,0.15000000000000002,2.2222222222222223,0.7777777777777777,3.3333333333333335,0.8333333333333334,3.3333333333333335,0.6666666666666666
0.1,2018-07-20,EWZ,0.15,0.17,0.16,0.11,0.12,0.11499999999999999,3.6363636363636362,0.9454545454545454,6.25,0.9375,6.25,0.9565217391304348
0.1,2018-07-20,FAS,0.44,0.55,0.495,0.28,0.41,0.345,1.1904761904761905,0.8571428571428571,2.0202020202020203,0.888888888888889,2.0202020202020203,0.8115942028985509
0.1,2018-07-20,FAZ,0.22,0.31,0.265,0.06,0.11,0.08499999999999999,2.857142857142857,0.8000000000000002,3.773584905660377,0.830188679245283,3.773584905660377,0.7058823529411765
0.1,2018-07-20,FXE,0.14,0.18,0.16,0.12,0.15,0.135,3.3898305084745757,0.8813559322033897,6.25,0.8750000000000001,6.25,0.8888888888888888
0.1,2018-07-20,FXI,0.15,0.17,0.16,0.1,0.12,0.11,3.7037037037037033,0.9259259259259258,6.25,0.9375,6.25,0.9090909090909092
0.1,2018-07-20,FXY,0.1,0.2,0.15000000000000002,0.1,0.15,0.125,3.6363636363636362,0.7272727272727273,6.666666666666666,0.6666666666666666,6.666666666666666,0.8
0.1,2018-07-20,GDX,0.04,0.05,0.045,0.09,0.1,0.095,7.142857142857142,0.9285714285714285,22.22222222222222,0.888888888888889,22.22222222222222,0.9473684210526315
0.1,2018-07-20,GDXJ,0.09,0.1,0.095,0.08,0.12,0.1,5.128205128205128,0.8717948717948717,10.526315789473685,0.9473684210526315,10.526315789473685,0.7999999999999999
0.1,2018-07-20,GLD,0.2,0.21,0.20500000000000002,0.17,0.18,0.175,2.6315789473684212,0.9736842105263158,4.878048780487805,0.975609756097561,4.878048780487805,0.9714285714285715
0.1,2018-07-20,HYG,0.09,0.13,0.11,0.31,0.4,0.355,2.1505376344086025,0.860215053763441,9.090909090909092,0.8181818181818181,9.090909090909092,0.8732394366197184
0.1,2018-07-20,IWM,0.42,0.44,0.43,0.27,0.3,0.28500000000000003,1.3986013986013985,0.9650349650349649,2.3255813953488373,0.9767441860465116,2.3255813953488373,0.9473684210526315
0.1,2018-07-20,IYR,0.15,0.18,0.16499999999999998,0.05,0.09,0.07,4.25531914893617,0.8510638297872342,6.060606060606061,0.9090909090909092,6.060606060606061,0.7142857142857143
0.1,2018-07-20,KBE,0.1,0.2,0.15000000000000002,0.05,0.2,0.125,3.6363636363636362,0.5454545454545455,6.666666666666666,0.6666666666666666,6.666666666666666,0.4
0.1,2018-07-20,KRE,0.17,0.2,0.185,0.16,0.19,0.175,2.7777777777777777,0.9166666666666667,5.405405405405405,0.918918918918919,5.405405405405405,0.9142857142857144
0.1,2018-07-20,LQD,0.05,0.15,0.1,0.1,0.25,0.175,3.6363636363636362,0.5454545454545455,10,0.5,10,0.5714285714285715
0.1,2018-07-20,OIH,0.12,0.14,0.13,0.08,0.1,0.09,4.545454545454546,0.9090909090909092,7.692307692307692,0.923076923076923,7.692307692307692,0.888888888888889
0.1,2018-07-20,QQQ,0.55,0.57,0.56,0.32,0.34,0.33,1.1235955056179774,0.9775280898876404,1.7857142857142856,0.9821428571428571,1.7857142857142856,0.9696969696969697
0.1,2018-07-20,SLV,0.02,0.03,0.025,0.05,0.06,0.055,12.5,0.8750000000000001,40,0.7999999999999999,40,0.9090909090909092
0.1,2018-07-20,SMH,0.43,0.46,0.445,0.28,0.31,0.29500000000000004,1.3513513513513513,0.9594594594594594,2.247191011235955,0.9662921348314606,2.247191011235955,0.9491525423728813
0.1,2018-07-20,SPY,0.64,0.66,0.65,0.35,0.37,0.36,0.9900990099009901,0.9801980198019802,1.5384615384615383,0.9846153846153846,1.5384615384615383,0.9722222222222222
0.1,2018-07-20,SSO,0.55,0.67,0.6100000000000001,0.2,0.28,0.24000000000000002,1.176470588235294,0.8823529411764705,1.6393442622950818,0.901639344262295,1.6393442622950818,0.8333333333333333
0.1,2018-07-20,TBT,0.07,0.09,0.08,0.09,0.11,0.1,5.555555555555555,0.888888888888889,12.5,0.8750000000000001,12.5,0.8999999999999999
0.1,2018-07-20,TLT,0.18,0.21,0.195,0.13,0.18,0.155,2.857142857142857,0.8857142857142858,5.128205128205128,0.923076923076923,5.128205128205128,0.8387096774193549
0.1,2018-07-20,TZA,0.07,0.08,0.07500000000000001,0.07,0.08,0.07500000000000001,6.666666666666666,0.9333333333333332,13.333333333333332,0.9333333333333332,13.333333333333332,0.9333333333333332
0.1,2018-07-20,USO,0.04,0.05,0.045,0.05,0.06,0.055,10,0.8999999999999999,22.22222222222222,0.888888888888889,22.22222222222222,0.9090909090909092
0.1,2018-07-20,VNQ,0.1,0.25,0.175,0.1,0.2,0.15000000000000002,3.0769230769230766,0.6153846153846154,5.714285714285714,0.5714285714285715,5.714285714285714,0.6666666666666666
0.1,2018-07-20,VWO,0.1,0.2,0.15000000000000002,0.05,0.15,0.1,4,0.6000000000000001,6.666666666666666,0.6666666666666666,6.666666666666666,0.5
0.1,2018-07-20,XBI,0.38,0.4,0.39,0.25,0.28,0.265,1.5267175572519083,0.9618320610687022,2.564102564102564,0.9743589743589743,2.564102564102564,0.9433962264150942
0.1,2018-07-20,XHB,0.15,0.18,0.16499999999999998,0.05,0.07,0.060000000000000005,4.444444444444445,0.8888888888888891,6.060606060606061,0.9090909090909092,6.060606060606061,0.8333333333333333
